,timestamp,prices,market_caps,total_volumes
0,1677646832010,23784.042799879942,459202173989.75366,28452261898.94691
1,1677650502877,23691.414512124713,456943471673.35004,29024626602.56403
2,1677654106953,23777.49665207094,457235818598.6369,29966679745.659904
3,1677657665901,23709.915797916765,458228835459.4792,30047775002.368248
4,1677661329245,23829.946743900706,460431241240.21356,30291858965.901867
5,1677664821041,23778.152542468997,458632492490.4733,31250548386.984806
6,1677668410871,23799.188758891083,458142756359.3518,31765936779.23523
7,1677672116253,23728.16064979413,458197428968.5267,31917094313.96983
8,1677675652924,23735.748910827864,458848831810.0145,31526206364.069946
9,1677679272004,23696.081721592756,457164758742.9259,31907064600.93484
10,1677682803524,23796.06510462297,459303399272.23364,32010336331.93695
11,1677686452521,23726.2506975257,457647659650.8439,32301656674.57875
12,1677690126486,23665.59155956524,456897808549.7148,32481149439.13058
13,1677693664809,23712.71782096267,458079816114.1299,32729445886.834446
14,1677697273388,23682.52545294416,456881084846.7289,32612194672.6931
15,1677700912086,23556.225693504046,455449765556.98315,32472661486.87413
16,1677704504133,23427.883714031843,452198285215.3613,33129633282.08202
17,1677708026131,23576.425430335858,455179125517.27527,32400924215.71923
18,1677711698443,23504.747683174395,453782751644.2168,32496878970.338852
19,1677715324609,23634.333489123786,456417315966.7193,32507897259.084335
20,1677718915033,23663.12537721522,456880714185.5616,32746288097.8661
21,1677722519645,23519.00841198621,454052171514.6383,32649164091.985195
22,1677726169216,23493.811912342382,453564484636.1083,32701501837.951027
23,1677729619423,23506.48966274534,453604764863.3512,31953849961.226616
24,1677737628256,23428.364922512046,452189722701.2137,30415110346.53416
25,1677738534489,23438.2953781779,452227952523.01385,30457426528.06973
26,1677740448376,23455.193198202353,452846854644.6454,30339546989.293472
27,1677744083296,23393.49886298945,451400920563.08826,30242220187.179916
28,1677747613955,23449.933923364155,452722501429.88654,30143395539.687286
29,1677751339334,23429.430046442114,452456324344.83997,28985458649.841694
30,1677754888082,23412.569662781654,452026514927.33923,28927077633.787727
31,1677758443930,23423.026552982563,452044834286.3393,28783876515.629963
32,1677762035957,23349.073024716425,450791774445.6034,28747883491.57864
33,1677765724491,23335.594101318686,451070878359.8358,29238330112.419502
34,1677769321909,23302.64712467313,449537165794.0954,29863807205.42284
35,1677772920365,23330.35049835348,450419938491.8347,29015572197.82458
36,1677776407748,23283.76528293185,449662112142.1996,28533729419.77806
37,1677780118967,23279.37122891428,449716820631.2678,28378471210.95808
38,1677783719814,23397.205230397754,451683221048.26215,28649957475.806465
39,1677787311776,23473.5347574165,452956270670.74756,28765505143.931076
40,1677790857762,23539.61281971209,454446286463.6021,28085752693.746613
41,1677794423086,23447.605445168498,452688404262.09766,27838798101.2141
42,1677798029750,23515.128732237215,453987880972.6525,27551176261.845695
43,1677801776284,23469.231618829668,453098857183.146,27467409546.82412
44,1677805330436,23435.63929517383,452473285205.5093,26955939948.870686
45,1677808894389,22259.675591254836,432367768896.64044,29692023719.93433
46,1677812521023,22379.1459397478,431982808533.07245,32757279458.71562
47,1677816129758,22370.707926324667,432165076296.7246,33445810914.925808
48,1677819722676,22391.647510563194,431985048414.8578,34039537580.430958
49,1677823294503,22370.28747392772,431588904153.9693,34358327345.087368
50,1677826902782,22384.984819417034,432657870244.0001,34380530940.7125
51,1677830527676,22383.126357783643,432159332093.7568,34236350673.24236
52,1677834132438,22405.532208305485,432472447143.23364,34039001498.039867
53,1677837752842,22396.803791664923,432384216081.92017,34596297817.4877
54,1677841206762,22381.840673031795,432218257511.61816,34614566476.07711
55,1677844806382,22375.545543065367,431927366059.9326,34156793551.102535
56,1677848472550,22353.188705437304,431744426118.027,34001848499.694305
57,1677852054270,22431.416229651353,431478616286.4481,34256261194.532875
58,1677855622491,22396.218654305092,432894712309.2858,34074139995.893707
59,1677859313091,22357.601228312662,431387905162.4057,34378016897.45233
60,1677862807317,22362.95667643471,431655125367.382,33902544555.61807
61,1677866465012,22417.00489088355,433125818455.7819,33899599528.632042
62,1677870132603,22340.64433137837,431191225940.45593,34180442330.6078
63,1677873613119,22366.54355005848,431426176280.2655,33628476421.327194
64,1677877258848,22332.474297937708,431032726447.78644,33615264221.24897
65,1677880848212,22307.671979178518,430848261273.7819,34070448860.392708
66,1677884514445,22314.52765702006,431168141988.64624,33693941973.32987
67,1677888121989,22362.45766625331,431727585101.1504,34258724060.047752
68,1677891730727,22395.932301491983,432410582707.6715,34278057311.580093
69,1677895266626,22370.469224641507,432197259839.76624,29735968976.478012
70,1677898919350,22373.094466822888,431514656613.2045,25492702135.848114
71,1677902519483,22374.181314932543,431663693130.0292,24398993893.71534
72,1677906021088,22364.052855247235,431691287482.99414,23656441144.03453
73,1677909720180,22349.33800459337,431392588901.066,22933698714.026524
74,1677913273813,22388.415821286224,432263649002.7473,22819567823.271236
75,1677916850980,22383.081540900494,432308055830.67535,22195724906.608578
76,1677920579970,22359.834190689075,431715804219.6326,21771139923.53838
77,1677924045072,22374.13749070038,431602118878.78796,21243984982.065487
78,1677927715428,22352.073543907267,431608806419.985,20734931722.50362
79,1677931203152,22352.717672379025,432024937345.3688,20369698197.17911
80,1677934853243,22380.236620205513,432124351462.2866,20083053393.113632
81,1677938514754,22378.75135601226,432191939807.8114,19141225718.08136
82,1677942005082,22363.70699450674,431652373594.5801,17929903285.838734
83,1677945648703,22335.296596622255,431568437741.47455,15910326384.055683
84,1677949327213,22339.448877842322,431755130679.1352,15645873639.872084
85,1677952863888,22311.580191799014,431248224565.64343,15196707983.785215
86,1677956419411,22333.93450398392,431043367738.2088,14474669011.634315
87,1677960116051,22233.9306002736,429878809130.01843,13772669222.41999
88,1677963708522,22203.57313487645,428432470558.25836,13769903224.821466
89,1677967278211,22215.732009315154,428920653547.9876,13367130395.82729
90,1677970804812,22346.33233920694,431565821896.1891,13626138708.094416
91,1677974429967,22348.32991538815,431837491811.49384,13392431931.930376
92,1677978115861,22365.67919223727,431650154138.81165,13246794495.374311
93,1677981813754,22609.50968265507,436556983840.08765,14542228203.977678
94,1677985332995,22271.621307056605,430033827169.43304,15203495359.334381
95,1677988906540,22412.691294442255,432922781867.2646,15741001742.337477
96,1677992516588,22458.18155355079,433623746489.16876,16100805331.71456
97,1677996174210,22446.9013154151,433420483428.95557,16005566549.89794
98,1677999724790,22436.738723314254,433265791755.20294,15559425994.746874
99,1678003332681,22397.556696941287,432469382810.98254,15656104208.437057
100,1678006933081,22337.749516730626,431709715365.4005,15508318405.77283
101,1678010518277,22386.65369422633,432624795881.8563,15686849554.859066
102,1678014181059,22432.317957103267,433246045829.66956,15887954231.715332
103,1678017670276,22412.868368255655,433063635765.4688,15964619362.327131
104,1678021325731,22451.735137132684,432988556858.99866,16087706729.189373
105,1678024931828,22493.63280866233,434335341244.9868,16071717095.114857
106,1678028519520,22465.464231100654,433282516188.0491,16379052626.79839
107,1678032115448,22476.240200045482,433805509916.5293,16433993821.893263
108,1678035739942,22441.430518504727,433680962367.15894,16095338800.755013
109,1678039275162,22459.730831121095,433795107146.6633,16085452120.810423
110,1678042975246,22429.0166710947,433434531020.0288,15938438842.025913
111,1678046516893,22427.021335757956,433060905619.61993,16041088805.490519
112,1678050056771,22429.168230685544,433198423526.34247,15755144201.530737
113,1678053700021,22534.14106727921,434323817602.2883,15498325810.898682
114,1678057323796,22455.521105156393,433829050656.7495,15697760142.926373
115,1678060941611,22432.85634630719,433081135066.3954,16096840995.792395
116,1678064402359,22446.704207355437,433754756178.70166,16388138170.348715
117,1678068127243,22405.871753227584,433026936673.51324,15674167652.587292
118,1678071709448,22420.56459795589,431657572230.6106,15573799574.5904
119,1678075314027,22407.277637305626,432712972603.62427,15263526330.98635
120,1678078892240,22362.00823955405,431898530552.6892,15497348287.882515
121,1678082525312,22375.039455087837,432073636503.6055,15965619394.74735
122,1678086057189,22422.125634818287,433026518971.614,16336096947.327412
123,1678089776175,22413.812768997555,432976409654.98444,16541275982.752655
124,1678093343893,22431.198532520255,433137313807.4554,16799194209.257723
125,1678096926283,22407.24052716349,432639664047.5627,16777570193.057484
126,1678097179655,22404.298903649327,432588634120.2254,16792007620.157515
127,1678100575085,22400.563638335858,432512532102.2803,16885869638.881414
128,1678104122157,22393.18714275068,432193721245.52704,17181736168.702477
129,1678107763191,22405.74091399527,432406756456.1964,17307461762.517735
130,1678111327017,22460.953361220167,434347734456.44446,17469331134.51018
131,1678114913177,22432.71924932509,432695782376.98975,17828060832.77941
132,1678118528792,22548.56002224413,435589075753.252,19010291667.422653
133,1678122115151,22529.992641588986,435054721158.8994,19965841051.3409
134,1678125778446,22495.502238217545,434344048839.8507,20483233928.873264
135,1678129329895,22536.241866918812,435108822493.8162,20799629167.548252
136,1678132807311,22456.20719527491,432209190448.90027,21648327582.369263
137,1678136591212,22362.196507265864,431817368884.77985,21985878435.59029
138,1678140018710,22413.870229736516,432819644045.1878,21839816037.50326
139,1678143768317,22430.81746309442,433113518060.92505,21063021285.79454
140,1678147309448,22414.06021826144,432758824798.3097,20969418850.2014
141,1678150918161,22492.302674204086,432878270710.5674,21136032512.755978
142,1678154525309,22463.93220672041,433676511635.72046,20663856847.750874
143,1678158036319,22515.21563268249,434561156879.1981,19936695054.098522
144,1678161715594,22480.78676386218,434207364789.071,19825943022.363277
145,1678165324503,22473.944938112774,433969206881.5164,19508587495.534847
146,1678168933629,22471.823436897506,433914270596.7732,19101869055.7935
147,1678172572157,22445.71820108979,433555213335.7943,18852819002.307533
148,1678176109036,22441.55103007756,433408040466.28406,18977948043.736473
149,1678179627530,22421.621426118632,432908212469.11896,18832256088.23861
150,1678183267903,22400.010449736306,432311860294.66345,19393685284.852238
151,1678186897084,22409.451022887457,432652811795.22736,19555733696.368324
152,1678190533877,22383.223220601696,432559537006.6989,19416101679.73723
153,1678194121898,22406.735643216747,432623741942.93463,19749507818.81796
154,1678197618493,22401.431348025064,432847566130.15955,19579457969.88864
155,1678201385480,22353.43403616607,431665622285.45447,20647658995.65652
156,1678204972978,22331.018759965096,431253302617.9928,24091747242.110554
157,1678208579253,22245.6038174552,430127100493.1913,24892779550.53355
158,1678212052777,22327.793618615127,431172982664.2024,25577032565.038002
159,1678215725303,22228.55405539254,429317228733.4241,25768687500.733055
160,1678219278258,22203.698566363462,428681734236.0136,25690747028.06055
161,1678222854127,22051.451967084125,427030947163.3575,26639462590.82893
162,1678226532433,22078.895826128584,426338770689.8331,26945592273.97077
163,1678230118523,22099.854839403637,426826755299.5762,27313448720.039715
164,1678233793974,22217.209884905325,427994888566.54205,27780357943.162678
165,1678237267660,22292.230162666576,430502146755.1296,28141584125.53925
166,1678240926435,22160.33206266994,429270736564.85425,28035513220.485004
167,1678244430908,22186.36968798273,428937489582.8916,27949521731.56436
168,1678248120225,22165.58296915028,427371221864.14276,28003828618.325264
169,1678251739985,22142.02810099169,427565460289.6697,28127999338.741573
170,1678255266880,21953.980294081073,423964005047.4028,29280791118.774975
171,1678258866147,22004.02129174228,424654472009.4161,29820952789.21942
172,1678262524591,22033.525072926594,425396429599.9225,30047672787.59904
173,1678266020729,21996.975848304148,425182446772.99475,30398627112.94715
174,1678269728516,22033.292611374643,424512989347.83734,30162295494.12608
175,1678273296024,22119.05660147016,427091439898.9695,30294316760.574825
176,1678276805421,22089.111218236074,426421161492.14996,30945355614.29973
177,1678280520905,22023.792601069603,425051836162.3751,30910579903.988777
178,1678284175652,21988.427704428243,425829927846.22394,31639887651.022095
179,1678287671856,21996.437775273775,424475715985.83655,31261584607.045406
180,1678291265807,22145.99908374674,427175514150.6164,29872536615.748535
181,1678294934785,22153.288348301492,426984784582.8383,28747810334.997406
182,1678298496897,22084.73871643898,426500054481.834,28605112967.291378
183,1678302124101,22045.176240628607,425075141472.9115,28450943512.42865
184,1678305780590,22027.347434954176,425229536898.9553,28322403372.76809
185,1678309380489,22106.28168957777,426753163992.9948,27372839654.64318
186,1678312913930,22036.708973982408,425947938043.7569,27160168430.58439
187,1678316502064,21964.16070779069,424174199789.88885,27221057297.69699
188,1678320061133,21716.15632278766,419694984165.3824,28471399911.20382
189,1678323631078,21720.374529975055,419717913155.1039,28199881797.82985
190,1678327387173,21731.002438356238,419673595676.038,28743339783.191948
191,1678330983998,21780.264719268274,420427256971.52264,28512909416.92905
192,1678334584126,21769.444086926935,420417621420.5213,28558178369.510597
193,1678338175311,21749.76424408577,420060471665.47626,28598581968.208355
194,1678341707248,21748.11793939083,420052827454.94434,27796512034.379784
195,1678345201631,21731.60023509299,419440512807.8953,27239433895.627872
196,1678348871268,21708.925914286992,419494041999.60345,27281666571.85416
197,1678352524223,21702.085416293376,418516751738.0298,27916719166.30989
198,1678356186495,21645.629172649456,418213885000.7072,27908881821.695286
199,1678359669038,21669.908087750096,418478426732.7917,28467121914.35259
200,1678363237738,21680.72422885794,418338752692.40796,28397964945.65098
201,1678366826049,21640.36177784387,417798190245.64685,28268009791.429356
202,1678370514335,21742.881357434017,418455730792.0415,28684357928.745754
203,1678374187419,21766.100920425797,420360261829.02637,28947064568.997543
204,1678377782627,21657.259968088314,418311144966.9668,27896499293.070747
205,1678381258353,21467.29006662448,416675109212.9078,29144495152.47505
206,1678384930712,21476.6211959799,415059102009.7424,29390873637.2568
207,1678388530532,21062.06888147991,406871109597.076,31601478811.239273
208,1678392074081,20915.60748157303,403854446947.6186,33764725038.521843
209,1678395728237,20207.416674217828,392473374919.98303,36863988254.05221
210,1678399322902,20256.237264428655,392879389435.5997,40135190100.3638
211,1678402946981,20381.708088738338,393132670172.6942,41492447312.95849
212,1678406424427,20368.318163263935,392841773384.4403,40149291478.83389
213,1678410001726,20106.49927115662,388463207023.7671,41738601289.669334
214,1678413630569,20121.722912996465,387558978810.152,45050278141.06004
215,1678417329751,20055.9629740996,387904766015.1874,46567687119.88948
216,1678420972467,20098.69680757734,388454332719.79926,46683232735.535194
217,1678424528660,19923.68807279441,384803362294.3133,47891722837.604294
218,1678428170530,20014.593981052483,386322384500.4097,48443087477.78399
219,1678431679060,19927.84901663721,385040983927.1092,49424876991.36238
220,1678435327886,19952.053930132868,386350809056.3022,51065121660.61687
221,1678438891166,19966.099406627905,384725460836.31464,50770170052.61751
222,1678442501317,19927.031640527064,385083033769.77875,51663838581.95635
223,1678446188198,19662.44149159682,380111878870.3523,53316398939.01221
224,1678449620991,19736.70214276614,380459772878.99786,53380072370.01165
225,1678453246186,20015.141795842756,385498951511.64514,55632699392.213425
226,1678456964629,20140.716096819775,389909626345.466,56865972689.23189
227,1678460522595,19726.498317449248,380986738929.1402,58226044088.31616
228,1678464125022,20017.56126117087,385626391228.9855,59634166894.316124
229,1678467765932,20015.74975034846,386550263353.6586,60146086457.817955
230,1678471331554,19998.38051357231,387794991967.844,60558755205.35499
231,1678474851697,19873.05651922205,384283162459.8327,58855643010.24829
232,1678478447252,20014.94794417126,386502302900.7783,56835669158.30061
233,1678482177729,19978.40357393128,385853858889.9125,53816931793.481026
234,1678485723394,20112.688589332083,384668045172.92993,52000141232.537346
235,1678489222544,20125.326859603574,388696034767.83997,50617115637.885284
236,1678492925433,20161.423237145915,390202255053.33545,51582308186.82201
237,1678496479595,20289.122305747762,392437470637.1573,51004585935.59197
238,1678500131981,20641.53384712589,398701254463.39594,50213071469.45673
239,1678503676433,20496.439504448153,396264695468.0722,50865410120.646965
240,1678507389980,20430.281920284022,394219296150.35364,50367032313.74639
241,1678510968072,20354.92119559217,393135456844.6971,48668454300.97657
242,1678514521914,20422.183524835124,394416578710.9508,50805465754.38678
243,1678518119463,20320.149386386733,392465519184.50824,50324665177.53994
244,1678521726283,19997.68589321568,386134629124.0036,49972464741.01974
245,1678525311038,20144.278466016294,388997584540.99854,52211165852.6224
246,1678528872978,20153.915419082572,387433540572.29877,52549987066.78068
247,1678532407600,20070.351740652604,387644152373.23083,50236327701.39279
248,1678536104738,20060.5039879907,387566181449.22845,48774988928.93134
249,1678539604488,20065.064620294488,388024297089.1997,48971886491.03958
250,1678543336169,20148.628585917606,389084548974.27527,46336255642.39259
251,1678546921157,20147.449083421205,389705498157.39417,43526450647.39915
252,1678550522086,20109.695014321405,388569072139.88257,42130039961.28095
253,1678554133079,20099.601274125893,388776684621.0742,37305145926.46996
254,1678557734802,20213.861350166047,390560514771.47766,39713417043.6705
255,1678561232045,20420.11198972381,392151794603.0479,39835178990.45856
256,1678564850932,20260.380642135693,390652672186.4102,38861966353.467255
257,1678568521814,20404.807576276766,393798187397.0358,38918298914.62291
258,1678572120462,20412.131059720636,393001039686.16986,39028318413.83517
259,1678575674693,20377.60331694696,393295438503.2456,37748617965.85511
260,1678579314168,20521.55615175117,394742728281.98926,37746654239.61721
261,1678582930233,20520.970591146033,394364918653.31824,37455183443.81674
262,1678586530183,20419.509940034084,394713534666.146,34687387893.51888
263,1678590131353,20354.176853327146,393673156817.1971,32125012681.658672
264,1678593781752,20378.894553520688,394062505763.3566,31238860839.865532
265,1678597342855,20395.774231576986,394358688367.38446,31557910376.18396
266,1678600915949,20385.416893300982,394368019246.12933,31454160639.065765
267,1678604529989,20394.706473365226,393873135815.24286,30941483667.51407
268,1678608133741,20374.722033031314,393093400382.2375,29372329249.44675
269,1678611733822,20416.506084115634,393752816207.43414,26857020987.18953
270,1678615318194,20390.358395002007,394160998202.01337,26085410866.539658
271,1678618983445,20445.639275555073,394620870968.2579,25405772686.93461
272,1678622530392,20467.19199163677,395445648139.3863,25190824247.313503
273,1678626167535,20395.909719893636,393638309884.30005,25290126179.426117
274,1678629660861,20433.739452060836,394686995301.74524,25296125790.409454
275,1678633217670,20359.197913801545,393248209459.2211,25000298091.252373
276,1678636925824,20380.899515488803,393882594174.28503,24751739053.537384
277,1678640474067,20588.4348291509,397075273925.01276,24656222958.598797
278,1678644020535,20965.374941618255,405438640405.8684,25771167734.88598
279,1678647670447,21402.332388997627,413199930861.94745,28297095835.37361
280,1678651355208,21114.52527939293,408225760870.99817,29812807597.17859
281,1678654933900,21329.194702247583,413491047597.35095,30886425244.011887
282,1678658448795,21392.936876282078,412592444514.84546,31503026401.23007
283,1678662070416,21841.337965967425,424489085281.60394,34761045558.75282
284,1678665729913,22095.71339833569,425816781283.92786,36639901908.82403
285,1678669310711,22510.30597574078,435471971904.70776,39288048884.35733
286,1678672814011,22443.81619414204,433522913213.11975,42080279199.176506
287,1678676568102,22288.21692113239,429951370766.60254,43054263349.05208
288,1678680099838,22291.19910050277,430404090276.6045,43368012247.09019
289,1678683725071,22279.216985148036,430337888470.86755,44099602796.75095
290,1678687329809,22296.13344729077,430835278408.2197,44803851910.61414
291,1678690925230,22284.490842625077,430448423452.8895,45122078688.76448
292,1678694571907,22295.9606322532,431164073764.8186,45816720168.428055
293,1678698023855,22297.295676561986,430439366396.88495,47294275923.20451
294,1678701830061,22071.314750764133,426386940004.0984,49049638384.13878
295,1678705246682,22206.30259462837,427547928257.1354,50607003555.40926
296,1678708924371,22155.39321703125,427462130074.5395,51292168752.66574
297,1678712581654,22166.150402447336,427432481028.8061,52822108021.05901
298,1678716241752,22603.884076937782,436627203447.8782,55964193579.827
299,1678719781106,23639.322487285062,457129629194.4246,61306392727.70262
300,1678723287799,24164.913413085374,466709271512.2514,67892464012.89364
301,1678726878499,24106.255524097673,465745966855.3207,55219051364.916595
302,1678730506482,24234.74127086627,467130541404.69946,55443387776.58049
303,1678734133042,24327.361509571547,469099021925.5629,70369056572.62883
304,1678737728598,24333.878559783203,470545148855.09204,54811146736.76881
305,1678741317990,24231.450867008527,468893974429.0019,54313417857.59114
306,1678744931808,24167.26438467382,468313542108.0279,71403654614.3034
307,1678748422613,24249.976304181328,468897381464.95856,68582711043.92974
308,1678752011200,24178.95532797469,466509005562.78174,66799159801.958115
309,1678755782027,24249.872857598242,469400672261.5391,64613348885.92314
310,1678759312705,24375.966818457986,469427801114.2923,63103662089.92513
311,1678762922732,24340.9638885713,470489720570.4781,62801776875.40138
312,1678766523239,24468.885171641232,472619609815.4191,62368320607.20935
313,1678770066292,24476.451711640875,472103522428.80743,62141943782.13776
314,1678773728127,24355.226620760808,471417324228.30835,63808830590.885605
315,1678777376116,24426.386388839936,471602484022.95624,63786534543.694435
316,1678780934463,24352.778705048626,468425897707.1543,64171202751.90267
317,1678784420499,24299.183267935605,470020368013.5735,63634947856.29432
318,1678788129648,24317.72025578217,469758690435.16504,61676314512.52439
319,1678791603407,24689.67218633145,472816220484.4854,62103002427.470505
320,1678795345202,24863.085907730452,479233477518.5631,62663364482.442955
321,1678798825470,25641.998775064876,493662103654.4456,68352103175.66109
322,1678802896616,25745.82629555543,498342246445.2165,71886058116.62209
323,1678806495097,25939.263045318294,501440455496.2284,69161468457.55775
324,1678810201136,25959.192986843434,501095527125.6143,62644644140.92395
325,1678813563861,25939.679079465554,500521075983.3657,61940742568.36863
326,1678816997495,25658.310832573265,495655856373.64056,61142501521.3201
327,1678820509792,25120.826977244975,490214061370.79425,61568445113.458046
328,1678824110126,24796.111840298596,474585151226.9819,63840942947.33557
329,1678827716961,24705.61021665985,479011848752.93744,66630479980.63481
330,1678831314980,24661.93431300108,474804758348.41693,69899322579.54337
331,1678834874097,24712.994794051767,477786987211.753,70490056521.99283
332,1678838430995,24758.765085827567,478406045309.6089,70714394276.37074
333,1678842004914,24688.201986208172,476189514438.30035,71458289682.21298
334,1678845709767,24997.97860226777,482925183671.58673,72037280343.48059
335,1678849300542,25008.25691045825,481946285671.6123,72440841792.88591
336,1678852959127,24819.898235957266,479708709336.1382,71792836865.31032
337,1678856517702,24900.991019521523,480744460918.65826,71366864304.26385
338,1678860072539,24801.70625525999,480186901282.10834,70188519149.40132
339,1678863664059,24877.101661287816,481202824182.5351,70316990751.69475
340,1678867318319,24973.09468982387,481565349796.80035,69642067231.72684
341,1678870850239,24891.35090336325,481358407541.4566,69020642376.56111
342,1678874502449,24688.399975881843,476385801394.90546,69337301052.44511
343,1678878117222,24675.020105134176,477550558994.40436,69604091866.22256
344,1678881603859,24890.78824841989,477454900754.5096,70305245399.54597
345,1678885240813,24895.522671542072,479743728758.22034,68855086301.58916
346,1678888914289,25018.74040906366,483962024697.9173,68132434163.07698
347,1678892523337,24750.833170525402,474670945553.022,67827235709.51491
348,1678896182067,24625.39873889541,475824241552.1651,67726278814.85114
349,1678899675010,24312.453878643257,469603446422.1704,68126810794.98207
350,1678903269827,24410.609630193478,469417436792.0336,70502458983.68195
351,1678906841875,24516.56079337933,473328697469.7589,69861139078.81015
352,1678910512277,24403.5494659232,471497475490.9156,68105123126.098045
353,1678914015033,24478.38430466262,472875466006.28265,65329999185.39367
354,1678917652768,24598.369655875988,475378049634.5783,63496818346.842094
355,1678921374014,24557.65441808675,474849072044.50854,63052683670.26964
356,1678924869490,24470.88205445031,472833547484.0809,63107437928.81401
357,1678928448398,24375.9295092638,470378909523.2578,62023978756.799194
358,1678932123916,24475.271950962127,471488548357.30676,61776689115.627754
359,1678935714491,24516.218550735783,474095186090.44617,61643188966.12907
360,1678939241529,24422.63822973852,471371234795.2119,63345027778.012375
361,1678942915022,24398.165047047198,471016195946.9514,64374987380.67765
362,1678946448147,24510.30672291863,474089225068.16516,68267968026.78825
363,1678950094796,24696.429404530147,474683020994.83936,72988552885.92696
364,1678953716105,24718.9915517189,477545110152.0292,76726990728.6312
365,1678957326536,24730.28129747348,478240630937.6827,79779264319.17552
366,1678960810189,24826.791485966107,480555568068.96497,80422244533.83286
367,1678964516510,25115.52971766906,485086317259.1071,81475157457.6467
368,1678968092775,24994.007310680772,482242049813.4532,77036595339.83073
369,1678971665534,24879.074051763568,481350825533.9472,73511459303.08865
370,1678975222478,25014.287139261098,480769629678.28516,71075492705.70862
371,1678978920126,25047.200018165368,484632862635.6715,69526540988.56174
