,category,merchant_name
397,shopping_pos,"Okuneva, Schneider and Rau"
398,shopping_pos,Jewess LLC
399,shopping_pos,Denesik and Sons
400,utilities,"Herman, Rice and Hamill"
401,utilities,Romaguera Ltd
402,utilities,Von Ltd
403,utilities,Lebsack Ltd
404,utilities,Torphy LLC
405,utilities,Kulas-Veum
406,utilities,D'Amore-Kozey
407,utilities,Gottlieb-Mayer
408,utilities,"Nienow, Murphy and Von"
409,utilities,Hirthe and Sons
410,utilities,"Trantow, Barrows and Lehner"
411,utilities,Abshire PLC
412,utilities,Brekke PLC
413,utilities,Stanton PLC
414,utilities,McDermott PLC
415,utilities,Huel PLC
416,utilities,Bergnaum-Kling
417,utilities,Waters-Farrell
418,utilities,"Littel, Dare and Wuckert"
419,utilities,"Barrows, Veum and Sanford"
420,utilities,"Blick, Schroeder and Nader"
421,utilities,Rutherford-Bradtke
422,utilities,Kuphal-Schmidt
423,utilities,"Vandervort, Crooks and Lockman"
424,utilities,Weber LLC
425,utilities,Gislason-Hills
426,utilities,Pouros LLC
427,utilities,Homenick Group
428,utilities,Steuber-Kertzmann
429,utilities,Hegmann Inc
430,utilities,Ratke-Herman
431,utilities,Parisian and Sons
432,utilities,Renner Inc
433,utilities,Lang-Leuschke
434,utilities,Hackett LLC
435,utilities,Zieme Group
436,utilities,Murphy Group
437,utilities,"Gutkowski, Muller and McCullough"
438,utilities,Mohr PLC
439,utilities,Gerlach Inc
440,utilities,Cruickshank PLC
441,utilities,Schoen-Stark
442,utilities,Labadie LLC
443,utilities,Ledner-Skiles
444,utilities,"Wolf, Marks and Kovacek"
445,utilities,"Donnelly, Funk and Kerluke"
446,utilities,"Hills, Mosciski and Yundt"
447,utilities,Mueller Group
448,utilities,Parker-Conn
449,utilities,"Fadel, Green and Tillman"
450,entertainment,Cruickshank-Mills
451,entertainment,Nienow PLC
452,entertainment,Grimes LLC
453,entertainment,Kilback and Sons
454,entertainment,Abbott-Rogahn
455,entertainment,Wilkinson Ltd
456,entertainment,Larson-Moen
457,entertainment,Morissette LLC
458,entertainment,Lind-Buckridge
459,entertainment,"Nicolas, Hills and McGlynn"
460,entertainment,"Turcotte, McKenzie and Koss"
461,entertainment,Johns Inc
462,entertainment,"Larkin, Stracke and Greenfelder"
463,entertainment,Upton PLC
464,entertainment,Douglas-White
465,entertainment,Gibson-Deckow
466,entertainment,Bins-Tillman
467,entertainment,"Effertz, Welch and Schowalter"
468,entertainment,Bauch-Blanda
469,entertainment,"Parker, Nolan and Trantow"
470,entertainment,Abshire PLC
471,entertainment,Donnelly LLC
472,entertainment,Dare-Marvin
473,entertainment,Thiel-Thiel
474,entertainment,Goldner-Lemke
475,entertainment,"Schroeder, Hauck and Treutel"
476,entertainment,Dibbert-Green
477,entertainment,Heaney-Marquardt
478,entertainment,"Cormier, Stracke and Thiel"
479,entertainment,Brown-Greenholt
480,entertainment,"Hoppe, Harris and Bednar"
481,entertainment,Effertz LLC
482,entertainment,Frami Group
483,entertainment,Cummerata-Hilpert
484,entertainment,Kling-Ernser
485,entertainment,Beier LLC
486,entertainment,Reichel Inc
487,entertainment,Spencer PLC
488,entertainment,"Runolfsdottir, Mueller and Hand"
489,entertainment,"Schaefer, Fay and Hilll"
490,entertainment,Stark-Batz
491,entertainment,Padberg-Rogahn
492,entertainment,Johns-Hoeger
493,entertainment,"Welch, Rath and Koepp"
494,entertainment,"Fadel, Mertz and Rippin"
495,entertainment,Howe PLC
496,entertainment,Schuppe LLC
497,entertainment,Dibbert and Sons
498,entertainment,Kassulke Inc
499,entertainment,Klein Group
500,food_dining,Schuppe-Schuppe
501,food_dining,McKenzie-Huels
502,food_dining,"Bahringer, Osinski and Block"
503,food_dining,"Konopelski, Schneider and Hartmann"
504,food_dining,"Schumm, McLaughlin and Carter"
505,food_dining,"Koss, McLaughlin and Mayer"
506,food_dining,Bechtelar-Rippin
507,food_dining,Stiedemann Ltd
508,food_dining,"Feil, Hilpert and Koss"
509,food_dining,Kihn-Schuster
510,food_dining,Powlowski-Weimann
511,food_dining,"Hermiston, Russel and Price"
512,food_dining,"Graham, Hegmann and Hammes"
513,food_dining,Haag-Blanda
514,food_dining,Will Ltd
515,food_dining,"Kutch, Steuber and Gerhold"
516,food_dining,Kilback LLC
517,food_dining,Ernser-Lynch
518,food_dining,Volkman PLC
519,food_dining,Kilback Group
520,food_dining,Harris Group
521,food_dining,"Lesch, D'Amore and Brown"
522,food_dining,Schulist Ltd
523,food_dining,O'Hara-Wilderman
524,food_dining,Jast and Sons
525,food_dining,Abernathy and Sons
526,food_dining,"Hagenes, Kohler and Hoppe"
527,food_dining,"Turner, Ziemann and Lehner"
528,food_dining,Conroy-Emard
529,food_dining,Jakubowski Group
530,food_dining,Deckow-Dare
531,food_dining,Kuphal-Toy
532,food_dining,Kihn-Fritsch
533,food_dining,"Armstrong, Walter and Gottlieb"
534,food_dining,Kuhn Group
535,food_dining,Zboncak Ltd
536,food_dining,Bernhard-Lesch
537,food_dining,"Langosh, Wintheiser and Hyatt"
538,food_dining,Runte-Mohr
539,food_dining,Connelly PLC
540,food_dining,"Lakin, Ferry and Beatty"
541,food_dining,Weber and Sons
542,food_dining,O'Keefe-Wisoky
543,food_dining,Zboncak LLC
544,food_dining,Leannon-Ward
545,food_dining,"Schneider, Hayes and Nikolaus"
546,food_dining,Daugherty-Thompson
547,food_dining,Bahringer-Streich
548,food_dining,"McCullough, Hudson and Schuster"
549,food_dining,"Reinger, Weissnat and Strosin"
550,health_fitness,"Dare, Fritsch and Zboncak"
551,health_fitness,Schroeder Group
552,health_fitness,Feil-Morar
553,health_fitness,Roob-Okuneva
554,health_fitness,Dietrich-Fadel
555,health_fitness,Schumm PLC
556,health_fitness,"Runte, Green and Emard"
557,health_fitness,"Turcotte, Batz and Buckridge"
558,health_fitness,Fadel-Hilpert
559,health_fitness,"Klocko, Runolfsdottir and Breitenberg"
560,health_fitness,"Brown, Homenick and Lesch"
561,health_fitness,"Ledner, Hartmann and Feest"
562,health_fitness,Kulas Group
563,health_fitness,Fritsch and Sons
564,health_fitness,Friesen Ltd
565,health_fitness,Torphy-Kertzmann
566,health_fitness,"Conroy, Balistreri and Gorczany"
567,health_fitness,Kertzmann LLC
568,health_fitness,Shields-Wunsch
569,health_fitness,Ziemann-Waters
570,health_fitness,"Hintz, Bauch and Smith"
571,health_fitness,Rippin-VonRueden
572,health_fitness,"Torp, Muller and Borer"
573,health_fitness,Jacobi Inc
574,health_fitness,Adams-Barrows
575,health_fitness,"Cronin, Kshlerin and Weber"
576,health_fitness,Cormier LLC
577,health_fitness,Graham and Sons
578,health_fitness,Bahringer Group
579,health_fitness,Hamill-D'Amore
580,health_fitness,Romaguera Ltd
581,health_fitness,"Haley, Batz and Auer"
582,health_fitness,Heller PLC
583,health_fitness,Thompson-Gleason
584,health_fitness,Fadel Inc
585,health_fitness,Kub-Heaney
586,health_fitness,"Hills, Hegmann and Schaefer"
587,health_fitness,"Hermiston, Pacocha and Smith"
588,health_fitness,Waters-Cruickshank
589,health_fitness,"Mueller, Gerhold and Mueller"
590,health_fitness,"Hyatt, Russel and Gleichner"
591,health_fitness,Greenholt Ltd
592,health_fitness,Dare-Gibson
593,health_fitness,Hirthe-Beier
594,health_fitness,Ratke and Sons
595,health_fitness,Carroll PLC
596,health_fitness,Erdman-Durgan
597,health_fitness,"Swaniawski, Nitzsche and Welch"
598,health_fitness,"Mante, Luettgen and Hackett"
599,health_fitness,Reilly and Sons
600,home,Botsford PLC
601,home,Renner Ltd
602,home,Ernser-Feest
603,home,Eichmann-Kilback
604,home,Kutch-Wilderman
605,home,"O'Connell, Botsford and Hand"
606,home,"Hettinger, McCullough and Fay"
607,home,Wuckert-Goldner
608,home,"Moore, Williamson and Emmerich"
609,home,O'Connell-Ullrich
610,home,"Cole, Hills and Jewess"
611,home,"O'Reilly, Mohr and Purdy"
612,home,Champlin and Sons
613,home,Gulgowski LLC
614,home,"Schiller, Blanda and Johnson"
615,home,"Wuckert, Wintheiser and Friesen"
616,home,"Denesik, Powlowski and Pouros"
617,home,Reilly LLC
618,home,"Durgan, Gislason and Spencer"
619,home,Champlin-Casper
620,home,Stark-Koss
621,home,"Crist, Jakubowski and Littel"
622,home,"Windler, Goodwin and Kovacek"
623,home,"Witting, Beer and Ernser"
624,home,Schmidt-Larkin
625,home,"Koss, Hansen and Lueilwitz"
626,home,Terry Ltd
627,home,Skiles LLC
628,home,"Bahringer, Bergnaum and Quitzon"
629,home,White and Sons
630,home,Beier and Sons
631,home,"Gutmann, McLaughlin and Wiza"
632,home,Lynch-Wisozk
633,home,Kutch-Ferry
634,home,Botsford and Sons
635,home,Padberg-Sauer
636,home,Altenwerth-Kilback
637,home,"Kling, Howe and Schneider"
638,home,Collier LLC
639,home,Pollich LLC
640,home,Quitzon-Goyette
641,home,"Prosacco, Kreiger and Kovacek"
642,home,Medhurst Inc
643,home,Gaylord-Powlowski
644,home,Jakubowski Inc
645,home,Berge-Ullrich
646,home,Connelly-Carter
647,home,Gerhold LLC
648,home,Streich Ltd
649,home,"McDermott, Osinski and Morar"
650,kids_pets,"Yost, Schamberger and Windler"
651,kids_pets,Gottlieb Group
652,kids_pets,Schaefer Ltd
653,kids_pets,Little Ltd
654,kids_pets,Bode-Schuster
655,kids_pets,Brown Inc
656,kids_pets,Goyette-Gerhold
657,kids_pets,"Hauck, Dietrich and Funk"
658,kids_pets,Weimann-Lockman
659,kids_pets,Windler LLC
660,kids_pets,Breitenberg-Hermiston
661,kids_pets,"Lowe, Dietrich and Erdman"
662,kids_pets,Gleason and Sons
663,kids_pets,Lubowitz-Walter
664,kids_pets,Barton LLC
665,kids_pets,"Metz, Russel and Metz"
666,kids_pets,Cartwright PLC
667,kids_pets,"Weber, Thiel and Hammes"
668,kids_pets,Ullrich Ltd
669,kids_pets,Pacocha-Weissnat
670,kids_pets,"Pouros, Walker and Spencer"
671,kids_pets,Bode-Rempel
672,kids_pets,Hoppe-Parisian
673,kids_pets,Crona and Sons
674,kids_pets,Ruecker-Mayert
675,kids_pets,Hammes-Beatty
676,kids_pets,Schoen-Quigley
677,kids_pets,"Lang, Towne and Schuppe"
678,kids_pets,Schoen Ltd
679,kids_pets,Waelchi-Wolf
680,kids_pets,Bernier and Sons
681,kids_pets,Bogisich-Weimann
682,kids_pets,"Roberts, Daniel and Macejkovic"
683,kids_pets,Schimmel-Olson
684,kids_pets,Waelchi Inc
685,kids_pets,Fahey Inc
686,kids_pets,"Streich, Rolfson and Wilderman"
687,kids_pets,Berge-Hills
688,kids_pets,Larkin Ltd
689,kids_pets,Wilkinson PLC
690,kids_pets,Rau-Grant
691,kids_pets,Hilpert-Conroy
692,kids_pets,Beer-Jast
693,kids_pets,Swift PLC
694,kids_pets,"Romaguera, Wehner and Tromp"
695,kids_pets,Rau-Robel
696,kids_pets,"Dare, Casper and Bartoletti"
697,kids_pets,Nolan-Williamson
698,kids_pets,Bednar PLC
699,kids_pets,Daugherty LLC
700,personal_care,Schiller Ltd
701,personal_care,Leffler-Goldner
702,personal_care,Erdman-Schaden
703,personal_care,Abbott-Steuber
704,personal_care,Emmerich-Rau
705,personal_care,Wilkinson LLC
706,personal_care,Osinski Inc
707,personal_care,"Nienow, Barrows and Romaguera"
708,personal_care,Homenick LLC
709,personal_care,"Berge, Kautzer and Harris"
710,personal_care,"Zemlak, Tillman and Cremin"
711,personal_care,"Bradtke, Torp and Bahringer"
712,personal_care,Prosacco LLC
713,personal_care,Kub PLC
714,personal_care,Nader-Maggio
715,personal_care,Auer LLC
716,personal_care,Parker-Kunde
717,personal_care,Rolfson-Kunde
718,personal_care,"Roberts, Ryan and Smith"
719,personal_care,Crooks and Sons
720,personal_care,Baumbach Ltd
721,personal_care,Bartoletti and Sons
722,personal_care,Marvin-Lind
723,personal_care,Shanahan-Lehner
724,personal_care,Dickinson Ltd
725,personal_care,Schmeler-Howe
726,personal_care,Langworth LLC
727,personal_care,Morissette-Schaefer
728,personal_care,Zulauf LLC
729,personal_care,Gottlieb-Hansen
730,personal_care,"Becker, Harris and Harvey"
731,personal_care,Kirlin and Sons
732,personal_care,"Schoen, Nienow and Bauch"
733,personal_care,Friesen-Ortiz
734,personal_care,"Walter, Hettinger and Kessler"
735,personal_care,Labadie LLC
736,personal_care,Hills-Boyer
737,personal_care,Watsica LLC
738,personal_care,Monahan-Morar
739,personal_care,Yost-Rogahn
740,personal_care,"Kihn, Brakus and Goyette"
741,personal_care,Erdman-Ebert
742,personal_care,Sporer-Keebler
743,personal_care,Reichel LLC
744,personal_care,"Hahn, Bahringer and McLaughlin"
745,personal_care,"Medhurst, Cartwright and Ebert"
746,personal_care,Kozey-Kuhlman
747,personal_care,Bins-Howell
748,personal_care,Kautzer and Sons
749,personal_care,"Lubowitz, Terry and Stracke"
750,travel,"Larson, Quitzon and Spencer"
751,travel,Kovacek Ltd
752,travel,Satterfield-Lowe
753,travel,Kozey-McDermott
754,travel,Corwin-Romaguera
755,travel,"Hagenes, Hermann and Stroman"
756,travel,Breitenberg LLC
757,travel,"McLaughlin, Armstrong and Koepp"
758,travel,"Ritchie, Oberbrunner and Cremin"
759,travel,Leannon-Nikolaus
760,travel,"Ritchie, Bradtke and Stiedemann"
761,travel,"Hodkiewicz, Prohaska and Paucek"
762,travel,Ebert-Daugherty
763,travel,"Kunze, Larkin and Mayert"
764,travel,Thiel Ltd
765,travel,Mosciski Group
766,travel,Lynch-Mohr
767,travel,Kris-Kertzmann
768,travel,Tillman LLC
769,travel,Turner LLC
770,travel,Lemke and Sons
771,travel,"Eichmann, Hayes and Treutel"
772,travel,Hyatt-Blick
773,travel,"Hahn, Douglas and Schowalter"
774,travel,Fritsch LLC
775,travel,Reichert-Weissnat
776,travel,Veum-Koelpin
777,travel,Jerde-Hermann
778,travel,Romaguera and Sons
779,travel,Bednar Inc
780,travel,Ankunding-Carroll
781,travel,Johnston-Casper
782,travel,Boyer-Haley
783,travel,Gislason Group
784,travel,"Reichel, Bradtke and Blanda"
785,travel,Little-Gleichner
786,travel,Tromp Group
787,travel,"Monahan, Hermann and Johns"
788,travel,Treutel-King
789,travel,Kessler Group
790,travel,"Champlin, Rolfson and Connelly"
791,travel,"Schroeder, Wolff and Hermiston"
792,travel,"Kilback, Nitzsche and Leffler"
793,travel,"Medhurst, Labadie and Gottlieb"
794,travel,"Hartmann, Rowe and Hermann"
795,travel,Hackett Group
796,travel,Block-Hauck
797,travel,Kessler Inc
798,travel,Goyette-Herzog
799,travel,"Douglas, DuBuque and McKenzie"
